"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","Priority","Severity","Reporter","URL","Version","Keywords"
8223,"Apache httpd-2","mod_mime","bugs","CLOSED","FIXED","mime types code case sensitive.","2004-11-16 19:05:39","P3","normal","nizzt",,"2.0.35",
8226,"Apache httpd-2","Platform","bugs","CLOSED","FIXED","Odd error when setting perms with unixd_set_proc_mutex_perms()","2004-11-16 19:05:39","P3","normal","eric","http://www.ypass.net","2.0.35",
8227,"Apache httpd-2","Build","bugs","CLOSED","FIXED","initial default httpd.conf file isn't built properly","2004-11-16 19:05:39","P3","minor","eric","http://www.ypass.net","2.0.35",
8234,"Apache httpd-2","Core","bugs","CLOSED","FIXED","AcceptPathInfo ignored","2004-11-16 19:05:39","P3","major","bugzilla",,"2.0.35",
8237,"Apache httpd-2","mod_ssl","bugs","CLOSED","DUPLICATE","undefined symbol: X509_free when attempting to load mod_ssl","2004-11-16 19:05:39","P3","blocker","rcouplan",,"2.0.35",
8241,"Apache httpd-2","mod_dav","bugs","CLOSED","FIXED","DELETE operation returns response code 500 but file is deleted","2005-03-20 17:06:12","P3","normal","jacekchmiel","http://cvs.apache.org/viewcvs.cgi/apr/include/apr_errno.h.diff?r1=1.91&r2=1.92","2.0.39",
8253,"Apache httpd-2","Core","bugs","CLOSED","FIXED","r->connection->aborted not set on Win32, breaks %X log format","2005-03-20 17:06:12","P3","normal","frank",,"2.0.35",
8261,"Apache httpd-2","mod_log_config","bugs","CLOSED","WONTFIX","CustomLog within Directory*, Location* and Files* containers","2004-11-16 19:05:39","P3","enhancement","psychosos",,"2.0-HEAD",
8270,"Apache httpd-2","Platform","bugs","CLOSED","DUPLICATE","Win2k - BSOD when stopping Apache2 service with Service Snap-in","2005-03-20 17:06:12","P3","blocker","dfrazier",,"2.0.35",
8273,"Apache httpd-2","Runtime Config","bugs","CLOSED","INVALID","Cold Fusion mime type .cfm not recognized","2005-03-20 17:06:12","P3","critical","bhealey",,"2.0.35",
8291,"Apache httpd-2","mod_suexec","bugs","CLOSED","FIXED","mod_include + mod_suexec has bug","2007-12-03 20:35:51","P3","major","rcoleman",,"2.0.35",
8308,"Apache httpd-2","Build","bugs","CLOSED","DUPLICATE","make error compileing on Solaris 9","2004-11-16 19:05:39","P3","normal","quielb",,"2.0.35",
8314,"Apache httpd-2","mod_usertrack","bugs","CLOSED","FIXED","MMapFile directive in httpd.conf generates a segfault.","2004-11-16 19:05:39","P3","major","robertlaferla",,"2.0.35",
8320,"Apache httpd-2","mod_ssl","bugs","CLOSED","FIXED","private key files pass phrase dialog input handling","2004-11-16 19:05:39","P3","enhancement","elvo",,"2.0.35",
8325,"Apache httpd-2","All","bugs","CLOSED","FIXED","McAfee firewall: operation attempted on something not a socket. winnt_accept: AcceptEx failed","2014-02-17 13:58:39","P3","blocker","ppostuma","http://cvs.apache.org/viewcvs.cgi/httpd-2.0/server/mpm/winnt/child.c.diff?r1=1.6&r2=1.7&diff_format=h","2.0.40","FAQ"
8326,"Apache httpd-2","Build","bugs","CLOSED","WORKSFORME","HTTPD 2.0 current in CVS not compiling","2004-11-16 19:05:39","P3","blocker","root","http://www.nk.ca","2.0-HEAD",
8327,"Apache httpd-2","mod_proxy","bugs","CLOSED","INVALID","Access forbiden","2004-11-16 19:05:39","P3","major","maksogorki",,"2.0.35",
8357,"Apache httpd-2","mod_setenvif","bugs","CLOSED","FIXED","force-response-1.0 doesn't work","2004-11-16 19:05:39","P5","minor","davidstl",,"2.0.35",
8362,"Apache httpd-2","Platform","bugs","CLOSED","FIXED","apache -k uninstall is not working properly","2005-03-20 17:06:12","P3","normal","gunnar.ahlberg",,"2.0.35",
8374,"Apache httpd-2","Build","bugs","CLOSED","WORKSFORME","configuration/make fails for Apache 2.0.35 on a Solaris 7 system","2004-11-16 19:05:39","P3","blocker","venessa.mondi",,"2.0.35",
8387,"Apache httpd-2","mod_cgi","bugs","CLOSED","FIXED","Invoking CGI script causes a console window to open","2005-03-20 17:06:12","P3","major","qwan",,"2.0.35",
8388,"Apache httpd-2","mod_cgi","bugs","CLOSED","FIXED","Long running CGI script cannot terminated by browser","2004-11-16 19:05:39","P3","major","qwan",,"2.0.43",
8389,"Apache httpd-2","mod_ssl","bugs","CLOSED","FIXED","server goes into infinite loop","2004-11-16 19:05:39","P3","critical","solomon",,"2.0.35",
8405,"Apache httpd-2","Build","bugs","CLOSED","DUPLICATE","error ./configure - linux s390.","2004-11-16 19:05:39","P3","blocker","marc.grietens",,"2.0.35",
8407,"Apache httpd-2","mod_proxy","bugs","CLOSED","WORKSFORME","reverse proxy return FORBIDDEN all the time","2005-03-20 17:06:12","P3","normal","pascal.barbedor",,"2.0.35",
8413,"Apache httpd-2","Runtime Config","bugs","CLOSED","DUPLICATE","By using the GNU layout - apachectl searches httpd in wrong place","2004-11-16 19:05:39","P3","normal","stephan.wuelfert",,"2.0.35",
8421,"Apache httpd-2","Build","bugs","CLOSED","INVALID","make install fails libexpat.so.0.1.0","2004-11-16 19:05:39","P3","normal","jkl","http://server.ccl.net/apache-2.0-bug/bug.txt","2.0.35",
8422,"Apache httpd-2","All","bugs","CLOSED","DUPLICATE","Host Header malformed with numeric version of IP","2004-11-16 19:05:39","P3","normal","larouanne",,"2.0.35",
8424,"Apache httpd-2","Core","bugs","CLOSED","DUPLICATE","IPV6 and IPV4 bind","2004-11-16 19:05:39","P3","normal","jeb",,"2.0.35",
8431,"Apache httpd-2","mod_actions","bugs","CLOSED","LATER","AddHandler/Action not-found when file does not exist","2005-04-14 09:38:52","P3","normal","vparfilko",,"2.0.35",
8440,"Apache httpd-2","mod_include","bugs","CLOSED","FIXED","mod_include does not recurse when mod_deflate is also configured","2004-11-16 19:05:39","P3","normal","jay",,"2.0.35",
8452,"Apache httpd-2","mpm_perchild","bugs","CLOSED","WONTFIX","perchild doesn't compile on Solaris 8","2014-07-17 06:12:19","P3","blocker","jonathan",,"2.0.35",
8453,"Apache httpd-2","Build","bugs","CLOSED","FIXED","apxs uses wrong path-variable for build-dir","2013-01-19 23:12:01","P3","critical","stephan.wuelfert",,"2.0.36",
8455,"Apache httpd-2","mod_proxy","bugs","CLOSED","WONTFIX","Proxyreceivebuffersize accept nothing but default","2005-03-20 17:06:12","P3","normal","pascal.barbedor",,"2.0.35",
8462,"Apache httpd-2","mod_include","bugs","CLOSED","FIXED","regexps with () result in a '(' missing","2004-11-16 19:05:39","P3","major","hofmann",,"2.0.35",
8464,"Apache httpd-2","mod_rewrite","bugs","CLOSED","FIXED","mod_rewrite not executing external rewriting engine if args are supplied","2004-11-16 19:05:39","P3","major","JTait",,"2.0.36",
8466,"Apache httpd-2","Core","bugs","CLOSED","FIXED","httpd 2.0.35 dies when dealing with many <OPTION VALUE=xxx> tags","2004-11-16 19:05:39","P3","major","scottc","http://24.198.96.13/monitor/report_frame.html","2.0.35",
8472,"Apache httpd-2","mod_userdir","bugs","CLOSED","FIXED","If ""Userdir"" is left blank, apache can hang","2004-11-16 19:05:39","P3","normal","oliver",,"2.0.35",
