filepath,churn,num_commits,sloc,bugs,enhancements,blocker_sev_bugs,major_sev_bugs,minor_sev_bugs,critical_sev_bugs,normal_sev_bugs,trivial_sev_bugs,regressions,vulnerabilities
modules/examples/mod_case_filter.c,76,1,91,0,0,0,0,0,0,0,0,0,0
modules/dav/main/liveprop.c,0,0,91,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_ctx.c,109,11,89,0,0,0,0,0,0,0,0,0,0
server/util_xml.c,7,2,89,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/simple_types.h,4,1,89,0,0,0,0,0,0,0,0,0,0
modules/lua/test/test.lua,2,1,89,0,0,0,0,0,0,0,0,0,0
include/apreq_cookie.h,0,0,88,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_asis.c,12,3,88,1,0,0,0,1,0,0,0,0,0
include/util_mutex.h,0,0,87,0,0,0,0,0,0,0,0,0,0
server/gen_test_char.c,4,1,86,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_suexec.c,2,1,86,0,0,0,0,0,0,0,0,0,0
build/aix/buildaix.ksh,124,1,85,0,0,0,0,0,0,0,0,0,0
modules/lua/test/htdocs/test.lua,0,1,85,0,0,0,0,0,0,0,0,0,0
server/util_ebcdic.c,16,3,83,0,0,0,0,0,0,0,0,0,0
include/apreq_parser.h,4,1,82,0,0,0,0,0,0,0,0,0,0
build/win32/fixBaseAddrs.pl,0,0,82,0,0,0,0,0,0,0,0,0,0
server/mpm/config2.m4,4,2,81,0,0,0,0,0,0,0,0,0,0
server/util_expr_private.h,0,0,79,0,0,0,0,0,0,0,0,0,0
modules/dav/fs/mod_dav_fs.c,17,4,78,0,0,0,0,0,0,0,0,0,0
modules/core/mod_watchdog.h,6,1,78,0,0,0,0,0,0,0,0,0,0
include/ap_mpm.h,346,12,77,1,1,0,0,0,0,0,0,0,0
modules/lua/lua_vmprep.h,120,14,77,0,0,0,0,0,0,0,0,0,0
support/win32/ApacheMonitor.rc,0,0,77,0,0,0,0,0,0,0,0,0,0
modules/session/mod_session.h,37,2,77,1,1,0,0,0,0,0,0,0,0
os/netware/util_nw.c,0,0,76,0,0,0,0,0,0,0,0,0,0
build/install.sh,78,2,76,0,0,0,0,0,0,0,0,0,0
server/util_expr_parse.h,117,4,76,0,0,0,0,0,0,0,0,0,0
modules/proxy/ajp_link.c,10,1,74,0,0,0,0,0,0,0,0,0,0
modules/proxy/ajp_header.h,12,3,74,1,0,0,0,0,0,1,0,0,0
include/apreq_param.h,0,0,74,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_io.h,256,36,73,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_bucket_eos.c,15,3,73,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_bucket_eoc.c,17,4,72,0,0,0,0,0,0,0,0,0,0
modules/generators/config5.m4,6,3,72,0,0,0,0,0,0,0,0,0,0
os/bs2000/os.c,8,2,72,0,0,0,0,0,0,0,0,0,0
modules/filters/regexp.h,3,1,72,0,0,0,0,0,0,0,0,0,0
server/mpm/event/fdqueue.h,32,6,72,0,0,0,0,0,0,0,0,0,0
build/instdso.sh,38,3,71,0,0,0,0,0,0,0,0,0,0
server/eor_bucket.c,75,4,71,0,0,0,0,0,0,0,0,0,0
include/ap_regex.h,56,6,71,0,0,0,0,0,0,0,0,0,0
include/mod_auth.h,3,1,69,0,0,0,0,0,0,0,0,0,0
support/passwd_common.h,37,6,69,2,0,0,0,0,0,2,0,0,0
include/apreq.h,49,1,69,0,0,0,0,0,0,0,0,0,0
os/unix/unixd.h,0,0,67,0,0,0,0,0,0,0,0,0,0
modules/proxy/config.m4,38,5,67,0,0,0,0,0,0,0,0,0,0
support/list_hooks.pl,0,0,67,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_proxy_session.h,112,7,67,0,0,0,0,0,0,0,0,0,0
build/build-modules-c.awk,0,0,67,0,0,0,0,0,0,0,0,0,0
build/aix/aixproto.ksh,0,0,66,0,0,0,0,0,0,0,0,0,0
include/ap_regkey.h,0,0,66,0,0,0,0,0,0,0,0,0,0
build/win32/httpd.rc,2,1,66,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_mutex.c,8,1,65,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_apr.c,3270,20,65,0,0,0,0,0,0,0,0,0,0
modules/dav/lock/mod_dav_lock.c,0,0,64,0,0,0,0,0,0,0,0,0,0
build/fastgen.sh,6,1,64,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_config.h,74,17,63,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/simple_event.c,0,0,62,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_stream.h,389,23,62,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_ct_util.h,0,0,62,0,0,0,0,0,0,0,0,0,0
server/util_md5.c,10,1,62,0,0,0,0,0,0,0,0,0,0
test/test-writev.c,0,0,60,0,0,0,0,0,0,0,0,0,0
build/pkg/buildpkg.sh,0,0,60,0,0,0,0,0,0,0,0,0,0
modules/proxy/.indent.pro,0,0,58,0,0,0,0,0,0,0,0,0,0
include/ap_socache.h,21,2,57,0,0,0,0,0,0,0,0,0,0
modules/database/mod_dbd.h,0,0,57,0,0,0,0,0,0,0,0,0,0
modules/config7.m4,0,0,56,0,0,0,0,0,0,0,0,0,0
support/win32/ApacheMonitor.h,0,0,56,0,0,0,0,0,0,0,0,0,0
include/ap_listen.h,56,2,55,0,0,0,0,0,0,0,0,0,0
modules/generators/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
server/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
test/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/mappers/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
os/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/http/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/echo/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
build/rpm/htcacheclean.init,2,1,54,0,0,0,0,0,0,0,0,0,0
modules/aaa/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/experimental/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/test/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
include/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/cache/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/filters/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
support/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/metadata/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/loggers/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_cache_disk.h,1,1,53,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_passwd.h,3,2,53,0,0,0,0,0,0,0,0,0,0
server/error_bucket.c,5,2,52,0,0,0,0,0,0,0,0,0,0
support/checkgid.c,0,0,52,0,0,0,0,0,0,0,0,0,0
build/make_var_export.awk,0,0,51,0,0,0,0,0,0,0,0,0,0
server/apreq_error.c,0,0,51,0,0,0,0,0,0,0,0,0,0
modules/session/config.m4,8,2,51,0,0,0,0,0,0,0,0,0,0
include/util_script.h,4,1,50,0,0,0,0,0,0,0,0,0,0
modules/aaa/config.m4,9,3,50,0,0,0,0,0,0,0,0,0,0
os/win32/os.h,23,1,50,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/mpm_winnt.h,10,5,50,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_worker.h,48,11,49,0,0,0,0,0,0,0,0,0,0
modules/arch/netware/libprews.c,0,0,48,0,0,0,0,0,0,0,0,0,0
include/ap_slotmem.h,30,4,48,0,0,0,0,0,0,0,0,0,0
build/mkdep.perl,2,1,47,0,0,0,0,0,0,0,0,0,0
modules/apreq/apreq_private_apache2.h,0,0,47,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_filter.h,61,5,47,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_task.h,274,21,45,1,0,0,0,0,0,1,0,0,0
modules/core/config.m4,2,1,45,0,0,0,0,0,0,0,0,0,0
server/mpm/worker/fdqueue.h,0,0,44,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_ngn_shed.h,30,3,44,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_include.h,0,0,43,0,0,0,0,0,0,0,0,0,0
modules/ssl/config.m4,20,6,43,1,1,0,0,0,0,0,0,0,0
modules/http2/h2_push.h,216,10,43,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_dbd.h,36,4,43,0,0,0,0,0,0,0,0,0,0
build/cpR_noreplace.pl,6,1,42,0,0,0,0,0,0,0,0,0,0
include/util_varbuf.h,190,7,41,0,0,0,0,0,0,0,0,0,0
modules/core/test/Makefile,2,1,41,0,0,0,0,0,0,0,0,0,0
modules/loggers/config.m4,42,3,41,0,0,0,0,0,0,0,0,0,0
support/check_forensic,0,0,39,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/simple_core.c,2,1,39,0,0,0,0,0,0,0,0,0,0
include/util_cookies.h,8,1,39,0,0,0,0,0,0,0,0,0,0
build/nw_ver.awk,16,1,39,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_workers.h,61,8,39,0,0,0,0,0,0,0,0,0,0
include/ap_hooks.h,14,1,38,0,0,0,0,0,0,0,0,0,0
test/test_find.c,0,0,38,0,0,0,0,0,0,0,0,0,0
server/apreq_module.c,0,0,38,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_ct_sct.h,0,0,37,0,0,0,0,0,0,0,0,0,0
test/test_parser.c,0,0,36,0,0,0,0,0,0,0,0,0,0
modules/filters/sed.h,0,0,36,0,0,0,0,0,0,0,0,0,0
modules/dav/fs/repos.h,0,0,35,0,0,0,0,0,0,0,0,0,0
modules/ssl/mod_ssl.h,234,10,35,0,0,0,0,0,0,0,0,0,0
include/apreq_error.h,5,1,35,0,0,0,0,0,0,0,0,0,0
modules/dav/main/providers.c,0,0,34,0,0,0,0,0,0,0,0,0,0
include/ap_release.h,36,9,34,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_serf.h,0,0,34,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_ct_log_config.h,2,1,34,0,0,0,0,0,0,0,0,0,0
modules/lua/test/moonunit.lua,0,0,33,0,0,0,0,0,0,0,0,0,0
server/eoc_bucket.c,0,0,33,0,0,0,0,0,0,0,0,0,0
modules/lua/test/helpers.lua,0,0,32,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_request.h,33,6,32,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_xml2enc.h,0,0,32,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_conn_io.h,99,17,31,0,0,0,0,0,0,0,0,0,0
modules/http2/mod_http2.h,191,8,31,0,0,0,0,0,0,0,0,0,0
include/mod_core.h,12,1,31,0,0,0,0,0,0,0,0,0,0
os/win32/modules.c,0,0,31,0,0,0,0,0,0,0,0,0,0
modules/test/mod_optional_fn_import.c,4,1,30,0,0,0,0,0,0,0,0,0,0
modules/arch/unix/config5.m4,25,7,29,0,0,0,0,0,0,0,0,0,0
include/ap_provider.h,14,1,29,0,0,0,0,0,0,0,0,0,0
modules/cache/cache_disk_common.h,0,0,29,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_from_h1.h,20,5,28,0,0,0,0,0,0,0,0,0,0
build/get-version.sh,0,0,28,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_ctx.h,75,9,28,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/simple_event.h,0,0,28,0,0,0,0,0,0,0,0,0,0
modules/cache/cache_common.h,1,1,27,1,0,0,0,0,0,1,0,0,0
include/http_connection.h,33,4,27,1,0,0,0,0,0,1,0,0,0
modules/generators/mod_status.h,0,0,27,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_ratelimit.h,0,0,26,0,0,0,0,0,0,0,0,0,0
include/http_main.h,5,1,25,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_util_ssl.h,63,25,25,2,1,0,0,0,0,1,0,0,0
support/suexec.h,0,0,25,0,0,0,0,0,0,0,0,0,0
modules/test/mod_optional_hook_import.c,2,1,25,0,0,0,0,0,0,0,0,0,0
include/util_time.h,6,1,25,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_log_config.h,0,0,25,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_conn.h,114,15,25,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_request.h,144,12,25,0,0,0,0,0,0,0,0,0,0
include/util_cfgtree.h,0,0,25,0,0,0,0,0,0,0,0,0,0
modules/test/mod_optional_fn_export.c,2,1,24,0,0,0,0,0,0,0,0,0,0
server/mpm/netware/mpm_default.h,3,1,24,0,0,0,0,0,0,0,0,0,0
os/config.m4,0,0,24,0,0,0,0,0,0,0,0,0,0
modules/test/mod_optional_hook_export.c,0,0,24,0,0,0,0,0,0,0,0,0,0
server/util_cfgtree.c,0,0,24,0,0,0,0,0,0,0,0,0,0
include/mod_request.h,0,0,23,0,0,0,0,0,0,0,0,0,0
include/http_vhost.h,0,0,23,0,0,0,0,0,0,0,0,0,0
os/netware/pre_nw.h,0,0,23,0,0,0,0,0,0,0,0,0,0
build/mkdir.sh,0,0,23,0,0,0,0,0,0,0,0,0,0
modules/lua/test/htdocs/hooks.lua,0,0,23,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_dbd.h,0,0,23,0,0,0,0,0,0,0,0,0,0
test/check_chunked,0,0,22,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_cgi.h,0,0,22,0,0,0,0,0,0,0,0,0,0
support/SHA1/convert-sha1.pl,0,0,22,0,0,0,0,0,0,0,0,0,0
include/util_ebcdic.h,28,1,22,0,0,0,0,0,0,0,0,0,0
modules/apreq/apreq_module_apache2.h,2,1,22,0,0,0,0,0,0,0,0,0,0
include/heartbeat.h,17,2,21,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_task_output.h,46,13,21,1,0,0,0,0,0,1,0,0,0
os/os2/util_os2.c,0,0,21,0,0,0,0,0,0,0,0,0,0
modules/cache/cache_storage.h,11,2,20,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_int_queue.h,5,1,20,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_task_input.h,16,5,20,1,0,0,0,0,0,1,0,0,0
modules/cache/cache_socache_common.h,0,0,19,0,0,0,0,0,0,0,0,0,0
test/test_select.c,0,0,19,0,0,0,0,0,0,0,0,0,0
modules/ldap/config.m4,0,0,19,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_task_queue.h,207,4,18,0,0,0,0,0,0,0,0,0,0
modules/lua/test/htdocs/config_tests.lua,0,0,17,0,0,0,0,0,0,0,0,0,0
modules/ssl/mod_ssl_openssl.h,3,1,17,0,0,0,0,0,0,0,0,0,0
modules/dav/fs/config6.m4,2,1,16,0,0,0,0,0,0,0,0,0,0
modules/metadata/config.m4,2,1,16,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_response.h,147,9,16,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_os2/mpm_default.h,3,1,15,0,0,0,0,0,0,0,0,0,0
server/mpm/event/mpm_default.h,3,1,15,0,0,0,0,0,0,0,0,0,0
server/mpm/event/config.m4,6,3,15,0,0,0,0,0,0,0,0,0,0
include/util_charset.h,39,2,15,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_apr.h,23,4,15,0,0,0,0,0,0,0,0,0,0
server/mpm/worker/mpm_default.h,3,1,15,0,0,0,0,0,0,0,0,0,0
include/util_md5.h,30,1,14,0,0,0,0,0,0,0,0,0,0
include/ap_mmn.h,476,131,14,15,4,0,1,1,0,8,0,1,0
modules/http2/h2_io_set.h,26,3,14,0,0,0,0,0,0,0,0,0,0
os/netware/os.h,0,0,13,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/config.m4,0,0,13,0,0,0,0,0,0,0,0,0,0
os/unix/os.h,0,0,13,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/mpm_default.h,3,1,13,0,0,0,0,0,0,0,0,0,0
server/mpm/prefork/mpm_default.h,3,1,12,0,0,0,0,0,0,0,0,0,0
os/os2/core_header.def,0,0,12,0,0,0,0,0,0,0,0,0,0
include/util_xml.h,7,1,12,0,0,0,0,0,0,0,0,0,0
modules/mappers/config9.m4,6,1,12,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_h2.h,143,12,12,0,0,0,0,0,0,0,0,0,0
modules/cluster/config5.m4,2,1,12,0,0,0,0,0,0,0,0,0,0
server/mpm/worker/config.m4,0,0,11,0,0,0,0,0,0,0,0,0,0
server/buildmark.c,0,0,11,0,0,0,0,0,0,0,0,0,0
modules/proxy/proxy_util.h,21,4,11,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_alt_svc.h,0,0,11,0,0,0,0,0,0,0,0,0,0
build/sysv_makefile,0,0,11,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_fdpass.h,2,1,11,0,0,0,0,0,0,0,0,0,0
modules/arch/unix/mod_unixd.h,0,0,11,0,0,0,0,0,0,0,0,0,0
build/bsd_makefile,0,0,11,0,0,0,0,0,0,0,0,0,0
modules/dav/lock/config6.m4,2,1,11,0,0,0,0,0,0,0,0,0,0
server/mpm/motorz/config.m4,0,0,11,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_config.h,4,1,10,0,0,0,0,0,0,0,0,0,0
modules/http/config.m4,0,0,10,0,0,0,0,0,0,0,0,0,0
build/config-stubs,2,1,10,1,0,0,1,0,0,0,0,0,0
server/mpm/mpmt_os2/config.m4,0,0,10,0,0,0,0,0,0,0,0,0,0
modules/dav/main/config5.m4,4,1,10,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_bucket_eoc.h,11,2,10,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/config.m4,0,0,10,0,0,0,0,0,0,0,0,0,0
server/mpm/event/config3.m4,10,4,10,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_version.h,178,43,10,1,0,0,0,0,0,1,0,0,0
modules/mappers/mod_rewrite.h,4,2,9,1,0,0,0,0,0,1,0,0,0
modules/test/config.m4,2,1,9,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_bucket_eos.h,10,2,9,0,0,0,0,0,0,0,0,0,0
os/os2/os.h,0,0,8,0,0,0,0,0,0,0,0,0,0
server/util_charset.c,14,1,8,0,0,0,0,0,0,0,0,0,0
modules/core/mod_so.h,0,0,7,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/simple_run.h,0,0,7,0,0,0,0,0,0,0,0,0,0
server/mpm/prefork/config.m4,0,0,7,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_private.h,27,6,7,0,0,0,0,0,0,0,0,0,0
modules/lua/test/htdocs/headers.lua,0,0,6,0,0,0,0,0,0,0,0,0,0
server/config.m4,0,0,6,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/simple_io.h,0,0,6,0,0,0,0,0,0,0,0,0,0
support/SHA1/htpasswd-sha1.pl,0,0,6,0,0,0,0,0,0,0,0,0,0
os/win32/win32_config_layout.h,0,0,6,0,0,0,0,0,0,0,0,0,0
modules/examples/config.m4,0,0,6,0,0,0,0,0,0,0,0,0,0
server/mpm/motorz/mpm_default.h,16,1,6,0,0,0,0,0,0,0,0,0,0
os/bs2000/os.h,0,0,6,0,0,0,0,0,0,0,0,0,0
server/mpm/motorz/config3.m4,0,0,6,0,0,0,0,0,0,0,0,0,0
modules/proxy/balancers/config2.m4,0,0,6,0,0,0,0,0,0,0,0,0,0
os/netware/netware_config_layout.h,0,0,6,0,0,0,0,0,0,0,0,0,0
os/bs2000/ebcdic.h,0,0,6,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/simple_children.h,0,0,6,0,0,0,0,0,0,0,0,0,0
modules/test/mod_optional_hook_export.h,2,1,5,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_owner.h,0,0,5,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_os2/config5.m4,4,1,5,0,0,0,0,0,0,0,0,0,0
include/ap_compat.h,0,0,5,0,0,0,0,0,0,0,0,0,0
server/mpm/worker/config3.m4,7,2,5,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/config3.m4,4,1,5,0,0,0,0,0,0,0,0,0,0
os/unix/config.m4,0,0,5,0,0,0,0,0,0,0,0,0,0
modules/debugging/config.m4,1,1,5,0,0,0,0,0,0,0,0,0,0
modules/lua/test/htdocs/other.lua,0,0,5,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_switch.h,0,0,5,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_suexec.h,0,0,5,0,0,0,0,0,0,0,0,0,0
modules/dav/lock/locks.h,0,0,4,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/config3.m4,4,1,4,0,0,0,0,0,0,0,0,0,0
modules/lua/test/lib/kangaroo.lua,0,0,4,0,0,0,0,0,0,0,0,0,0
modules/proxy/scgi.h,2,1,4,0,0,0,0,0,0,0,0,0,0
modules/database/config.m4,0,0,4,0,0,0,0,0,0,0,0,0,0
modules/lua/test/htdocs/filters.lua,0,0,4,0,0,0,0,0,0,0,0,0,0
modules/lua/test/htdocs/simple.lua,0,0,4,0,0,0,0,0,0,0,0,0,0
modules/slotmem/config.m4,0,0,4,0,0,0,0,0,0,0,0,0,0
modules/apreq/config.m4,9,1,3,0,0,0,0,0,0,0,0,0,0
modules/echo/config.m4,0,0,3,0,0,0,0,0,0,0,0,0,0
os/os2/config.m4,0,0,3,0,0,0,0,0,0,0,0,0,0
server/mpm/prefork/config3.m4,4,1,3,0,0,0,0,0,0,0,0,0,0
modules/http2/mod_proxy_http2.h,0,0,3,0,0,0,0,0,0,0,0,0,0
modules/arch/win32/config.m4,0,0,3,0,0,0,0,0,0,0,0,0,0
modules/experimental/config.m4,0,0,2,0,0,0,0,0,0,0,0,0,0
modules/test/mod_optional_fn_export.h,0,0,2,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_actions.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_usertrack.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_version.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_asis.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_alias.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_info.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_log_forensic.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_expires.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_charset_lite.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/proxy/libproxy.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_env.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_include.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_cern_meta.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_setenvif.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_status.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_headers.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_vhost_alias.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_speling.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_rewrite.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_ext_filter.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_ident.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_file_cache.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_autoindex.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_cgi.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_unique_id.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_cgid.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_deflate.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_imagemap.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_dir.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_userdir.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/http/mod_mime.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_mime_magic.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_negotiation.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_log_config.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
configure.in,515,45,0,5,1,0,0,0,0,4,0,0,0
server/mpm/eventopt/eventopt.c,1446,47,0,2,0,0,1,0,0,1,0,0,0
Makefile.win,218,22,0,1,0,0,0,0,0,1,0,0,0
LAYOUT,9,2,0,1,1,0,0,0,0,0,0,0,0
modules/ssl/mod_ssl.dsp,8,2,0,1,1,0,0,0,0,0,0,0,0
support/split-logfile.in,20,2,0,1,0,0,0,0,0,1,0,0,0
Makefile.in,155,17,0,1,0,0,0,0,0,1,0,0,0
modules/http2/config.m4,229,15,0,1,0,0,0,0,0,1,0,0,0
server/mpm/simple/SIMPLE.README,2,1,0,0,0,0,0,0,0,0,0,0,0
srclib/libapreq/buildconf,26,1,0,0,0,0,0,0,0,0,0,0,0
srclib/libapreq/configure.in,4,1,0,0,0,0,0,0,0,0,0,0,0
NWGNUmakefile,40,12,0,0,0,0,0,0,0,0,0,0,0
srclib/libapreq/Makefile.in,97,1,0,0,0,0,0,0,0,0,0,0,0
modules/examples/NWGNUmakefile,7,1,0,0,0,0,0,0,0,0,0,0,0
modules/experimental/NWGNUmakefile,7,1,0,0,0,0,0,0,0,0,0,0,0
modules/test/NWGNUmakefile,14,3,0,0,0,0,0,0,0,0,0,0,0
modules/apreq/Makefile.in,1,1,0,0,0,0,0,0,0,0,0,0,0
server/Makefile.in,26,8,0,0,0,0,0,0,0,0,0,0,0
modules/lua/README,66,15,0,0,0,0,0,0,0,0,0,0,0
build/nw_export.inc,13,2,0,0,0,0,0,0,0,0,0,0,0
modules/NWGNUmakefile,25,6,0,0,0,0,0,0,0,0,0,0,0
modules/filters/NWGNUmakefile,1,1,0,0,0,0,0,0,0,0,0,0,0
modules/filters/NWGNUmod_data,4,2,0,0,0,0,0,0,0,0,0,0,0
server/mpm/event/equeue.c,2,1,0,0,0,0,0,0,0,0,0,0,0
Apache-apr2.dsw,186,12,0,0,0,0,0,0,0,0,0,0,0
Apache.dsw,205,11,0,0,0,0,0,0,0,0,0,0,0
os/win32/BaseAddr.ref,342,19,0,0,0,0,0,0,0,0,0,0,0
libhttpd.dsp,14,3,0,0,0,0,0,0,0,0,0,0,0
build/rpm/httpd.spec.in,399,32,0,0,0,0,0,0,0,0,0,0,0
config.layout,78,4,0,0,0,0,0,0,0,0,0,0,0
modules/proxy/NWGNUproxy,160,18,0,0,0,0,0,0,0,0,0,0,0
README,36,3,0,0,0,0,0,0,0,0,0,0,0
server/mpm/event/pod.c,2,1,0,0,0,0,0,0,0,0,0,0,0
server/mpm/worker/pod.c,2,1,0,0,0,0,0,0,0,0,0,0,0
build/NWGNUmakefile,18,3,0,0,0,0,0,0,0,0,0,0,0
modules/cache/NWGNUcach_dsk,10,2,0,0,0,0,0,0,0,0,0,0,0
