filepath,churn,num_commits,sloc,bugs,enhancements,blocker_sev_bugs,major_sev_bugs,minor_sev_bugs,critical_sev_bugs,normal_sev_bugs,trivial_sev_bugs,regressions,vulnerabilities
modules/filters/mod_include.h,0,0,43,0,0,0,0,0,0,0,0,0,0
include/util_varbuf.h,0,0,41,0,0,0,0,0,0,0,0,0,0
include/util_cookies.h,0,0,39,0,0,0,0,0,0,0,0,0,0
support/check_forensic,0,0,39,0,0,0,0,0,0,0,0,0,0
test/test_find.c,0,0,38,0,0,0,0,0,0,0,0,0,0
modules/ssl/config.m4,0,0,38,1,1,0,0,0,0,0,0,0,0
test/test_parser.c,0,0,36,0,0,0,0,0,0,0,0,0,0
modules/filters/sed.h,0,0,36,0,0,0,0,0,0,0,0,0,0
modules/dav/fs/repos.h,0,0,35,0,0,0,0,0,0,0,0,0,0
modules/dav/main/providers.c,0,0,34,0,0,0,0,0,0,0,0,0,0
include/ap_hooks.h,0,0,34,0,0,0,0,0,0,0,0,0,0
modules/lua/test/moonunit.lua,0,0,33,0,0,0,0,0,0,0,0,0,0
server/eoc_bucket.c,0,0,33,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_xml2enc.h,0,0,32,0,0,0,0,0,0,0,0,0,0
modules/lua/test/helpers.lua,0,0,32,0,0,0,0,0,0,0,0,0,0
os/win32/modules.c,0,0,31,0,0,0,0,0,0,0,0,0,0
include/mod_core.h,0,0,31,1,0,0,0,1,0,0,0,0,0
modules/test/mod_optional_fn_import.c,0,0,30,0,0,0,0,0,0,0,0,0,0
include/ap_release.h,0,0,29,0,0,0,0,0,0,0,0,0,0
modules/cache/cache_disk_common.h,0,0,29,0,0,0,0,0,0,0,0,0,0
build/get-version.sh,0,0,28,0,0,0,0,0,0,0,0,0,0
server/mpm/event/pod.h,0,0,28,0,0,0,0,0,0,0,0,0,0
build/nw_ver.awk,0,0,27,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_status.h,0,0,27,0,0,0,0,0,0,0,0,0,0
server/mpm/worker/pod.h,0,0,27,0,0,0,0,0,0,0,0,0,0
modules/cache/cache_common.h,0,0,26,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_ratelimit.h,0,0,26,0,0,0,0,0,0,0,0,0,0
modules/test/mod_optional_hook_import.c,0,0,25,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_log_config.h,0,0,25,0,0,0,0,0,0,0,0,0,0
support/suexec.h,0,0,25,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_util_ssl.h,0,0,25,3,3,0,0,0,0,0,0,0,0
include/util_cfgtree.h,0,0,25,3,0,0,0,3,0,0,0,0,0
modules/test/mod_optional_hook_export.c,0,0,24,0,0,0,0,0,0,0,0,0,0
include/ap_provider.h,0,0,24,1,0,0,0,1,0,0,0,0,0
os/config.m4,0,0,24,0,0,0,0,0,0,0,0,0,0
include/http_connection.h,0,0,24,0,0,0,0,0,0,0,0,0,0
modules/test/mod_optional_fn_export.c,0,0,24,0,0,0,0,0,0,0,0,0,0
include/util_time.h,0,0,24,0,0,0,0,0,0,0,0,0,0
server/mpm/netware/mpm_default.h,0,0,24,0,0,0,0,0,0,0,0,0,0
server/util_cfgtree.c,0,0,24,0,0,0,0,0,0,0,0,0,0
include/http_main.h,0,0,24,2,1,0,0,1,0,0,0,0,0
modules/lua/test/htdocs/hooks.lua,0,0,23,0,0,0,0,0,0,0,0,0,0
build/mkdir.sh,0,0,23,0,0,0,0,0,0,0,0,0,0
os/netware/pre_nw.h,0,0,23,0,0,0,0,0,0,0,0,0,0
include/http_vhost.h,0,0,23,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_dbd.h,0,0,23,0,0,0,0,0,0,0,0,0,0
include/mod_request.h,0,0,23,0,0,0,0,0,0,0,0,0,0
support/SHA1/convert-sha1.pl,0,0,22,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_cgi.h,0,0,22,2,0,0,0,2,0,0,0,0,0
test/check_chunked,0,0,22,0,0,0,0,0,0,0,0,0,0
include/util_ebcdic.h,0,0,22,0,0,0,0,0,0,0,0,0,0
os/os2/util_os2.c,0,0,21,0,0,0,0,0,0,0,0,0,0
include/heartbeat.h,0,0,20,0,0,0,0,0,0,0,0,0,0
modules/ldap/config.m4,0,0,19,0,0,0,0,0,0,0,0,0,0
test/test_select.c,0,0,19,0,0,0,0,0,0,0,0,0,0
modules/cache/cache_storage.h,0,0,19,1,0,0,0,0,0,1,0,0,0
modules/arch/unix/config5.m4,0,0,18,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_request.h,0,0,18,0,0,0,0,0,0,0,0,0,0
modules/lua/test/htdocs/config_tests.lua,0,0,17,0,0,0,0,0,0,0,0,0,0
modules/dav/fs/config6.m4,0,0,16,0,0,0,0,0,0,0,0,0,0
modules/metadata/config.m4,0,0,16,0,0,0,0,0,0,0,0,0,0
server/mpm/worker/mpm_default.h,0,0,15,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_os2/mpm_default.h,0,0,15,0,0,0,0,0,0,0,0,0,0
modules/ssl/mod_ssl.h,0,0,15,0,0,0,0,0,0,0,0,0,0
server/mpm/event/mpm_default.h,0,0,15,0,0,0,0,0,0,0,0,0,0
include/util_charset.h,0,0,15,0,0,0,0,0,0,0,0,0,0
include/util_md5.h,0,0,14,0,0,0,0,0,0,0,0,0,0
include/ap_mmn.h,0,0,14,30,7,0,1,3,2,16,0,1,1
os/unix/os.h,0,0,13,0,0,0,0,0,0,0,0,0,0
modules/dav/main/config5.m4,0,0,13,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/mpm_default.h,0,0,13,0,0,0,0,0,0,0,0,0,0
os/netware/os.h,0,0,13,0,0,0,0,0,0,0,0,0,0
server/mpm/event/config.m4,0,0,13,0,0,0,0,0,0,0,0,0,0
modules/mappers/config9.m4,0,0,12,0,0,0,0,0,0,0,0,0,0
include/util_xml.h,0,0,12,0,0,0,0,0,0,0,0,0,0
server/mpm/prefork/mpm_default.h,0,0,12,0,0,0,0,0,0,0,0,0,0
modules/cluster/config5.m4,0,0,12,0,0,0,0,0,0,0,0,0,0
os/os2/core_header.def,0,0,12,0,0,0,0,0,0,0,0,0,0
build/bsd_makefile,0,0,11,0,0,0,0,0,0,0,0,0,0
modules/dav/lock/config6.m4,0,0,11,0,0,0,0,0,0,0,0,0,0
modules/arch/unix/mod_unixd.h,0,0,11,0,0,0,0,0,0,0,0,0,0
build/sysv_makefile,0,0,11,0,0,0,0,0,0,0,0,0,0
modules/loggers/config.m4,0,0,11,0,0,0,0,0,0,0,0,0,0
server/buildmark.c,0,0,11,0,0,0,0,0,0,0,0,0,0
modules/proxy/proxy_util.h,0,0,11,0,0,0,0,0,0,0,0,0,0
server/mpm/worker/config.m4,0,0,11,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_fdpass.h,0,0,11,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_os2/config.m4,0,0,10,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_config.h,0,0,10,0,0,0,0,0,0,0,0,0,0
modules/http/config.m4,0,0,10,0,0,0,0,0,0,0,0,0,0
build/config-stubs,0,0,10,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/config.m4,0,0,10,0,0,0,0,0,0,0,0,0,0
modules/test/config.m4,0,0,8,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_rewrite.h,0,0,8,0,0,0,0,0,0,0,0,0,0
server/util_charset.c,0,0,8,0,0,0,0,0,0,0,0,0,0
os/os2/os.h,0,0,8,0,0,0,0,0,0,0,0,0,0
server/mpm/prefork/config.m4,0,0,7,0,0,0,0,0,0,0,0,0,0
modules/core/mod_so.h,0,0,7,0,0,0,0,0,0,0,0,0,0
os/bs2000/os.h,0,0,6,0,0,0,0,0,0,0,0,0,0
server/config.m4,0,0,6,0,0,0,0,0,0,0,0,0,0
modules/lua/test/htdocs/headers.lua,0,0,6,0,0,0,0,0,0,0,0,0,0
modules/examples/config.m4,0,0,6,0,0,0,0,0,0,0,0,0,0
modules/proxy/balancers/config2.m4,0,0,6,0,0,0,0,0,0,0,0,0,0
os/bs2000/ebcdic.h,0,0,6,0,0,0,0,0,0,0,0,0,0
os/win32/win32_config_layout.h,0,0,6,0,0,0,0,0,0,0,0,0,0
support/SHA1/htpasswd-sha1.pl,0,0,6,0,0,0,0,0,0,0,0,0,0
os/netware/netware_config_layout.h,0,0,6,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_apr.h,0,0,6,0,0,0,0,0,0,0,0,0,0
include/ap_compat.h,0,0,5,0,0,0,0,0,0,0,0,0,0
os/unix/config.m4,0,0,5,0,0,0,0,0,0,0,0,0,0
modules/test/mod_optional_hook_export.h,0,0,5,0,0,0,0,0,0,0,0,0,0
modules/lua/test/htdocs/other.lua,0,0,5,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_suexec.h,0,0,5,0,0,0,0,0,0,0,0,0,0
modules/dav/lock/locks.h,0,0,4,0,0,0,0,0,0,0,0,0,0
modules/slotmem/config.m4,0,0,4,0,0,0,0,0,0,0,0,0,0
modules/lua/test/htdocs/simple.lua,0,0,4,0,0,0,0,0,0,0,0,0,0
modules/lua/test/lib/kangaroo.lua,0,0,4,0,0,0,0,0,0,0,0,0,0
modules/database/config.m4,0,0,4,0,0,0,0,0,0,0,0,0,0
server/mpm/event/config3.m4,0,0,4,0,0,0,0,0,0,0,0,0,0
modules/debugging/config.m4,0,0,4,0,0,0,0,0,0,0,0,0,0
modules/lua/test/htdocs/filters.lua,0,0,4,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_os2/config5.m4,0,0,3,0,0,0,0,0,0,0,0,0,0
modules/echo/config.m4,0,0,3,0,0,0,0,0,0,0,0,0,0
os/os2/config.m4,0,0,3,0,0,0,0,0,0,0,0,0,0
server/mpm/worker/config3.m4,0,0,3,0,0,0,0,0,0,0,0,0,0
modules/arch/win32/config.m4,0,0,3,0,0,0,0,0,0,0,0,0,0
modules/test/mod_optional_fn_export.h,0,0,2,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/config3.m4,0,0,2,0,0,0,0,0,0,0,0,0,0
modules/experimental/config.m4,0,0,2,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_deflate.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_log_config.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_file_cache.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_actions.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_asis.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_userdir.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_cern_meta.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/proxy/libproxy.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_env.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_cgi.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_ident.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_vhost_alias.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_dir.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_imagemap.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_mime_magic.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_rewrite.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_info.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_include.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_setenvif.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_headers.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_log_forensic.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_cgid.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_expires.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_alias.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_negotiation.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_autoindex.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
server/mpm/prefork/config3.m4,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_speling.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_ext_filter.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_charset_lite.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_version.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/http/mod_mime.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_usertrack.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_status.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_unique_id.exp,0,0,1,0,0,0,0,0,0,0,0,0,0
server/mpm/experimental/event/event.c,0,0,0,7,0,0,0,0,1,5,1,0,1
modules/ssl/ssl_scache_shmcb.c,0,0,0,1,0,0,0,0,0,1,0,0,0
modules/cache/mod_disk_cache.c,0,0,0,5,0,0,0,0,0,5,0,0,0
modules/cache/mod_mem_cache.c,0,0,0,4,0,0,0,0,0,3,0,1,1
build/rpm/httpd.spec.in,0,0,0,1,0,0,0,0,0,1,0,0,0
modules/cache/mod_disk_cache.h,0,0,0,3,0,0,0,0,0,3,0,0,0
configure.in,0,0,0,4,1,0,0,1,0,2,0,0,0
support/apxs.in,0,0,0,2,1,0,0,0,0,1,0,0,0
modules/cache/cache_cache.c,0,0,0,10,0,0,0,0,0,3,7,0,0
modules/ssl/ssl_scache_dbm.c,0,0,0,7,0,0,0,0,0,0,7,0,0
server/mpm/experimental/event/fdqueue.c,0,0,0,9,0,2,0,0,0,0,7,0,0
Apache.dsw,0,0,0,2,0,0,0,0,0,2,0,0,0
modules/ssl/mod_ssl.dsp,0,0,0,1,1,0,0,0,0,0,0,0,0
modules/ssl/ssl_toolkit_compat.h,0,0,0,3,3,0,0,0,0,0,0,0,0
INSTALL,0,0,0,1,0,0,0,0,0,1,0,0,0
modules/ldap/README.ldap,0,0,0,1,0,0,0,0,0,1,0,0,0
modules/cache/cache_hash.h,0,0,0,1,0,0,0,1,0,0,0,0,0
modules/cache/cache_pqueue.h,0,0,0,1,0,0,0,1,0,0,0,0,0
Makefile.win,0,0,0,1,0,0,0,0,0,1,0,0,0
os/win32/BaseAddr.ref,0,0,0,1,0,0,0,0,0,1,0,0,0
ROADMAP,0,0,0,1,0,0,0,0,0,1,0,0,0
ABOUT_APACHE,0,0,0,1,0,0,0,0,0,1,0,0,0
support/Makefile.in,0,0,0,1,1,0,0,0,0,0,0,0,0
modules/proxy/mod_serf.c,0,0,0,1,0,0,0,0,0,1,0,0,0
build/nw_export.inc,0,0,0,3,0,0,1,0,0,2,0,0,0
libhttpd.dsp,0,0,0,3,0,0,1,0,0,2,0,0,0
modules/cache/cache_hash.c,0,0,0,3,0,0,0,0,0,3,0,0,0
modules/cache/cache_pqueue.c,0,0,0,3,0,0,0,0,0,3,0,0,0
server/mpm/simple/simple_io.c,0,0,0,1,0,0,0,1,0,0,0,0,0
support/envvars-std.in,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/beos/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/experimental/event/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/experimental/leader/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/experimental/perchild/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/experimental/threadpool/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/mpmt_os2/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/netware/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/prefork/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
server/mpm/worker/mpm.h,0,0,0,0,0,0,0,0,0,0,0,0,1
